1,10000000.0,5.4554262689416015e-14
2,11000000.0,7.987288235954622e-14
3,12000000.0,1.1312367862442002e-13
4,13000000.0,1.558123422142173e-13
5,14000000.0,2.0957549189028667e-13
6,15000000.0,2.761806740457651e-13
7,16000000.0,3.575263622742427e-13
8,17000000.0,4.55641956906484e-13
9,18000000.0,5.726877845151987e-13
10,19000000.0,7.109550973878574e-13
11,20000000.0,8.728660729675716e-13
12,21000000.0,1.0609738132620162e-12
13,22000000.0,1.2779623442204027e-12
14,23000000.0,1.5266466150785187e-12
15,24000000.0,1.8099724976718006e-12
16,25000000.0,2.1310167857164816e-12
17,26000000.0,2.4929871940587666e-12
18,27000000.0,2.899222357892098e-12
19,28000000.0,3.3531918319424506e-12
20,29000000.0,3.858496089621679e-12
21,30000000.0,4.4188665221489234e-12
22,31000000.0,5.0381654376401125e-12
23,32000000.0,5.72038606016545e-12
24,33000000.0,6.469652528775014e-12
25,34000000.0,7.290219896492427e-12
26,35000000.0,8.186474129276481e-12
27,36000000.0,9.16293210495101e-12
28,37000000.0,1.0224241612102566e-11
29,38000000.0,1.1375181348946457e-11
30,39000000.0,1.262066092216058e-11
31,40000000.0,1.3965720845687435e-11
32,41000000.0,1.54155325395043e-11
33,42000000.0,1.697539832836115e-11
34,43000000.0,1.865075144048711e-11
35,44000000.0,2.0447156006264524e-11
36,45000000.0,2.2370307056871345e-11
37,46000000.0,2.442603052289155e-11
38,47000000.0,2.6620283232893573e-11
39,48000000.0,2.8959152911976847e-11
40,49000000.0,3.144885818028647e-11
41,50000000.0,3.4095748551495704e-11
42,51000000.0,3.690630443125681e-11
43,52000000.0,3.988713711561991e-11
44,53000000.0,4.3044988789419906e-11
45,54000000.0,4.6386732524631266e-11
46,55000000.0,4.9919372278691185e-11
47,56000000.0,5.365004289279076e-11
48,57000000.0,5.758601009013387e-11
49,58000000.0,6.173467047416499e-11
50,59000000.0,6.61035515267639e-11
51,60000000.0,7.070031160640941e-11
52,61000000.0,7.553273994631125e-11
53,62000000.0,8.060875665250889e-11
54,63000000.0,8.593641270193972e-11
55,64000000.0,9.152388994047491e-11
56,65000000.0,9.737950108092278e-11
57,66000000.0,1.0351168970100077e-10
58,67000000.0,1.0992903024127617e-10
59,68000000.0,1.1664022800307354e-10
60,69000000.0,1.2365411914635106e-10
61,70000000.0,1.309796706875447e-10
62,71000000.0,1.38625980497381e-10
63,72000000.0,1.466022772986573e-10
64,73000000.0,1.549179206639898e-10
65,74000000.0,1.6358240101353138e-10
66,75000000.0,1.7260533961265542e-10
67,76000000.0,1.8199648856960914e-10
68,77000000.0,1.9176573083313386e-10
69,78000000.0,2.019230801900559e-10
70,79000000.0,2.1247868126284045e-10
71,80000000.0,2.2344280950712026e-10
72,81000000.0,2.3482587120918783e-10
73,82000000.0,2.4663840348345546e-10
74,83000000.0,2.5889107426988666e-10
75,84000000.0,2.715946823313938e-10
76,85000000.0,2.8476015725120277e-10
77,86000000.0,2.983985594301869e-10
78,87000000.0,3.1252108008417144e-10
79,88000000.0,3.271390412412003e-10
80,89000000.0,3.422638957387767e-10
81,90000000.0,3.579072272210683e-10
82,91000000.0,3.7408075013608294e-10
83,92000000.0,3.9079630973280984e-10
84,93000000.0,4.0806588205833196e-10
85,94000000.0,4.2590157395490324e-10
86,95000000.0,4.443156230569972e-10
87,96000000.0,4.6332039778832034e-10
88,97000000.0,4.829283973587977e-10
89,98000000.0,5.031522517615215e-10
90,99000000.0,5.240047217696735e-10
91,100000000.0,5.454986989334114e-10
92,101000000.0,5.676472055767214e-10
93,102000000.0,5.904633947942503e-10
94,103000000.0,6.13960550448089e-10
95,104000000.0,6.381520871645393e-10
96,105000000.0,6.630515503308354e-10
97,106000000.0,6.886726160918479e-10
98,107000000.0,7.150290913467446e-10
99,108000000.0,7.421349137456207e-10
100,109000000.0,7.700041516861069e-10
101,110000000.0,7.986510043099317e-10
102,111000000.0,8.280898014994617e-10
103,112000000.0,8.583350038742077e-10
104,113000000.0,8.894012027872962e-10
105,114000000.0,9.213031203219128e-10
106,115000000.0,9.540556092877119e-10
107,116000000.0,9.876736532171952e-10
108,117000000.0,1.0221723663620522e-09
109,118000000.0,1.0575669936894877e-09
110,119000000.0,1.093872910878488e-09
111,120000000.0,1.131105624316087e-09
112,121000000.0,1.1692807710935731e-09
113,122000000.0,1.2084141190026838e-09
114,123000000.0,1.2485215665317573e-09
115,124000000.0,1.2896191428618576e-09
116,125000000.0,1.3317230078628658e-09
117,126000000.0,1.374849452089535e-09
118,127000000.0,1.4190148967775332e-09
119,128000000.0,1.4642358938394217e-09
120,129000000.0,1.5105291258606249e-09
121,130000000.0,1.557911406095373e-09
122,131000000.0,1.6063996784625851e-09
123,132000000.0,1.6560110175417563e-09
124,133000000.0,1.706762628568784e-09
125,134000000.0,1.7586718474317674e-09
126,135000000.0,1.811756140666805e-09
127,136000000.0,1.866033105453706e-09
128,137000000.0,1.9215204696117198e-09
129,138000000.0,1.9782360915952118e-09
130,139000000.0,2.036197960489304e-09
131,140000000.0,2.0954241960054897e-09
132,141000000.0,2.1559330484772264e-09
133,142000000.0,2.2177428988554735e-09
134,143000000.0,2.2808722587042194e-09
135,144000000.0,2.345339770195967e-09
136,145000000.0,2.4111642061071893e-09
137,146000000.0,2.478364469813754e-09
138,147000000.0,2.5469595952863067e-09
139,148000000.0,2.6169687470856524e-09
140,149000000.0,2.6884112203580678e-09
141,150000000.0,2.761306440830588e-09
